id,brandName,createdAt,updatedAt
cfbcdcce-c390-4ad4-8be1-61e6670e3544,ZED BLACK,2025-03-16T18:14:11.124Z,2025-03-17T03:34:34.868Z
e420673a-a636-467c-b1fc-3b9b32dde70c,ARCHANA AGARBATTI ,2025-03-17T03:33:20.472Z,2025-03-17T04:33:06.671Z
82b0468b-1ef4-4d0f-860f-906cda269c8c,KARISHMA PRODUCTS,2025-03-17T03:36:02.094Z,2025-03-17T04:33:48.467Z
96b94937-3d30-4d5d-92a1-d55010544129,ANAND PRODUCTS,2025-03-17T03:36:20.543Z,2025-03-17T04:32:51.132Z
f164e866-68d3-479e-9461-7a62c7d95ca5,SHREEDHAN FRAGRANCE,2025-03-17T03:37:06.336Z,2025-07-24T19:26:41.421Z
468eb1ee-1d0b-47fe-b60e-cfae3d322978,ZEBRA BRAND,2025-03-17T03:38:30.852Z,2025-03-17T04:34:29.963Z
4d325a04-600b-476e-85ea-a35752ae2a3f,DHOOP CHAON & Co,2025-03-17T03:38:49.699Z,2025-03-17T04:33:27.183Z
9a08ce6c-ad78-4eed-9de1-0f75fee8d191,S S CAMPHOR PVT LTD,2025-03-26T13:07:31.004Z,2025-03-26T13:07:31.004Z
